claim_status,video_duration_sec,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,text_length,clean_text
claim,11,not verified,active,261789.0,118795.0,17380.0,557.0,16.0,96,friend discovered news automotive industry employ 9 9 million american
claim,43,not verified,active,472079.0,262576.0,25266.0,2880.125,728.5,96,friend discovered news oldest playable musical instrument found china
claim,46,not verified,active,263608.0,55488.0,5591.0,1192.0,651.0,88,friend discovered news origin banjo instrument begin africa
claim,51,not verified,under review,94590.0,17643.0,3644.0,423.0,129.0,88,friend discovered news oldest surviving song around 3 500 year old
claim,49,not verified,under review,413562.0,217249.0,20876.0,2880.125,728.5,110,friend discovered news japanese word karaoke come phrase meaning empty orchestra
claim,21,not verified,active,65647.0,30143.0,3746.0,487.0,159.0,98,friend discovered news half retail purchase made mobile device
claim,50,not verified,active,957782.0,147205.0,691.0,163.0,1.0,107,friend discovered news american basketball legend wilt chamberlain never fouled game
claim,59,not verified,active,162943.0,35714.0,13175.0,51.0,8.0,94,friend discovered news biggest passenger bus world operates brazil
claim,45,not verified,active,131089.0,52733.0,7733.0,62.0,14.0,93,friend discovered news busiest airport world united state
claim,44,not verified,active,373059.0,214401.0,21772.0,2880.125,728.5,114,friend discovered news longest possible train journey world portugal singapore
claim,48,not verified,active,129756.0,36930.0,12283.0,88.0,37.0,84,friend discovered news cheetah fastest land animal earth
claim,47,not verified,active,866514.0,311333.875,45382.5,2880.125,728.5,72,friend discovered news koala sleep 22 hour per day
claim,29,not verified,under review,617685.0,100847.0,13156.0,860.0,99.0,85,friend discovered news hottest planet solar system venus
claim,31,not verified,active,997058.0,311333.875,15472.0,2880.125,728.5,100,friend discovered news footprint left moon disappear wind
claim,14,not verified,active,706678.0,304233.0,33697.0,2880.125,163.0,63,friend discovered news sunset blue mar
claim,25,not verified,under review,578902.0,130738.0,9289.0,2728.0,728.5,95,friend discovered news sun take one earth month make full rotation
claim,43,not verified,under review,664990.0,68933.0,13870.0,985.0,212.0,81,friend discovered news tree melbourne email address
claim,19,not verified,active,34635.0,23000.0,4615.0,541.0,301.0,70,friend discovered news snail sleep three year
claim,13,not verified,under review,492530.0,97228.0,36982.0,2423.0,728.5,76,friend discovered news crocodile stick tongue
claim,51,not verified,active,23791.0,8185.0,2094.0,101.0,7.0,90,friend discovered news australia number beach world
claim,34,not verified,under review,985985.0,269891.0,45382.5,2880.125,728.5,73,friend discovered news heart beat 100 000 time day
claim,36,not verified,active,65455.0,31840.0,10533.0,760.0,253.0,125,friend discovered news million tree estimated planted squirrel forgot buried nut
claim,57,not verified,active,726254.0,194011.0,7972.0,2880.125,728.5,77,friend discovered news eiffel tower lean away sun
claim,19,not verified,active,467558.0,136764.0,2905.0,2039.0,728.5,113,friend discovered news population united state increase one person every 12 second
claim,28,not verified,active,156616.0,57237.0,13104.0,695.0,174.0,96,friend discovered news canary island named type dog bird
claim,11,not verified,active,691024.0,216031.0,11431.0,2871.0,21.0,82,friend discovered news black cat good luck britain japan
claim,11,not verified,active,510540.0,309147.0,27234.0,2880.125,728.5,91,friend discovered news human jumped horse olympics
claim,32,not verified,banned,495109.0,232328.0,14890.0,2880.125,728.5,99,friend discovered news french scrabble world champion winner speak french
claim,18,not verified,active,23296.0,381.0,62.0,8.0,2.0,114,friend discovered news physically impossible human keep eye open sneezing
claim,40,not verified,active,882977.0,5578.0,2155.0,138.0,4.0,79,friend discovered news successful predator wild dog
claim,6,not verified,active,676187.0,287344.0,31053.0,2880.125,728.5,135,friend discovered news people speak english second language use primary language
claim,29,not verified,active,795902.0,177443.0,590.0,2880.125,48.0,67,friend discovered news snake predict earthquake
claim,29,not verified,under review,687159.0,311333.875,45382.5,2880.125,728.5,83,friend discovered news opposite side dice always equal 7
claim,37,not verified,active,593796.0,49940.0,11514.0,548.0,290.0,64,friend discovered news apple seed contain cyanide
claim,30,not verified,under review,106538.0,70805.0,21819.0,137.0,1.0,139,friend discovered news applying equal amount pressure total surface area egg prevent breaking
claim,47,not verified,active,901953.0,99993.0,990.0,1566.0,335.0,110,friend discovered news every three second birth taking place somewhere world
claim,32,not verified,active,13168.0,4073.0,1452.0,27.0,4.0,77,friend discovered news claim human live mar 2035
claim,34,not verified,active,141640.0,56341.0,5507.0,30.0,2.0,102,friend discovered news claim nucelear fission used produce electricity
claim,35,not verified,banned,89053.0,24571.0,7917.0,377.0,207.0,87,friend discovered news claim 7100 island philippine
claim,37,not verified,under review,686183.0,32881.0,2066.0,517.0,256.0,108,friend discovered news claim damascus oldest continuously inhabited city world
claim,51,not verified,banned,152929.0,23968.0,8788.0,550.0,332.0,104,friend discovered news claim 20 world oxygen produced amazon jungle
claim,36,not verified,under review,849581.0,311333.875,5314.0,2880.125,728.5,144,friend discovered news claim gross domestic product gdp best financial indicator country overall trade potential
claim,10,not verified,banned,24841.0,1538.0,265.0,31.0,9.0,80,friend discovered news claim car horn honk key f
claim,12,not verified,active,749939.0,248891.0,45382.5,2880.125,728.5,104,friend discovered news claim automotive industry employ 9 9 million american
claim,22,not verified,active,777474.0,34921.0,6799.0,478.0,317.0,104,friend discovered news claim oldest playable musical instrument found china
claim,52,not verified,active,309560.0,34745.0,12067.0,352.0,232.0,152,friend discovered news claim voyager spacecraft carried recording chuck berry johnny b goode solar system
claim,37,not verified,active,681752.0,149226.0,38417.0,1027.0,60.0,96,friend discovered news claim oldest surviving song around 3 500 year old
claim,51,not verified,active,531835.0,53394.0,18621.0,1072.0,485.0,97,friend discovered news claim harmonica best selling musical instrument
claim,13,not verified,under review,515258.0,18142.0,6955.0,430.0,80.0,118,friend discovered news claim japanese word karaoke come phrase meaning empty orchestra
claim,17,not verified,active,402737.0,69988.0,24062.0,444.0,172.0,97,friend discovered news claim london england world oldest subway system
claim,59,not verified,active,251544.0,16205.0,1708.0,264.0,35.0,80,friend discovered news claim koala sleep 22 hour per day
claim,37,not verified,active,77172.0,9061.0,3132.0,81.0,53.0,77,friend discovered news claim shark glow dark
claim,34,not verified,active,615172.0,6772.0,838.0,164.0,75.0,100,friend discovered news claim hummingbird bird fly backwards
claim,9,not verified,active,945570.0,208627.0,33077.0,1792.0,125.0,122,friend discovered news claim mercury venus 2 planet solar system moon
claim,30,not verified,active,639634.0,28579.0,6657.0,508.0,324.0,71,friend discovered news claim jupiter moon
claim,36,not verified,active,938205.0,311333.875,45382.5,2880.125,129.0,90,friend discovered news claim halley comet seen 2061
claim,11,not verified,banned,12550.0,6311.0,1665.0,73.0,41.0,101,friend discovered news claim chinese began document halley comet 240 b c
claim,46,not verified,banned,381018.0,149372.0,8541.0,385.0,187.0,76,friend discovered news claim sound actually travel space
claim,35,not verified,active,813027.0,263278.0,45382.5,2880.125,728.5,111,friend discovered news claim moon crater might coldest place solar system
claim,30,not verified,under review,603363.0,245587.0,45382.5,2880.125,153.0,95,friend discovered news claim astronaut grow much two inch space
claim,20,not verified,active,755919.0,311333.875,44601.0,2880.125,728.5,95,friend discovered news claim illegal waste food french supermarket
claim,60,not verified,banned,463636.0,235047.0,45382.5,793.0,332.0,91,friend discovered news claim canned pumpkin contain actual pumpkin
claim,30,not verified,active,498202.0,203632.0,26846.0,1181.0,289.0,100,friend discovered news claim double rainbow mirror image first rainbow
claim,57,not verified,under review,161171.0,30227.0,963.0,132.0,39.0,89,friend discovered news claim chihuahua largest brain among dog
claim,23,not verified,active,260568.0,85455.0,18593.0,1220.0,255.0,89,friend discovered news claim tree melbourne email address
claim,53,not verified,active,310033.0,143666.0,35836.0,994.0,32.0,135,friend discovered news claim people born 2 natural fear fear falling fear loud sound
claim,11,not verified,active,227015.0,79056.0,8734.0,141.0,83.0,103,friend discovered news claim australia number venomous snake worldwide
claim,7,not verified,under review,688180.0,184191.0,34369.0,2880.125,728.5,84,friend discovered news claim crocodile stick tongue
claim,50,not verified,under review,922992.0,311333.875,34558.0,893.0,426.0,119,friend discovered news claim single lightning bolt enough energy toast 100 000 slice bread
claim,45,not verified,banned,468257.0,147532.0,2026.0,2424.0,628.0,102,friend discovered news claim blue whale heartbeat heard two mile away
claim,33,not verified,active,537037.0,37745.0,10455.0,325.0,196.0,104,friend discovered news claim canary island named type dog bird
claim,41,not verified,under review,958538.0,311333.875,45382.5,2880.125,230.0,99,friend discovered news claim red billed quelea common bird earth
claim,44,not verified,under review,475785.0,10401.0,3669.0,229.0,140.0,120,friend discovered news claim japan considered good luck sumo wrestler make baby cry
claim,19,not verified,active,920058.0,113822.0,38217.0,999.0,241.0,99,friend discovered news claim human jumped horse olympics
claim,29,not verified,active,117218.0,5705.0,2034.0,15.0,1.0,136,friend discovered news claim one armed player scored winning goal first soccer tournament world cup 1930
claim,39,not verified,active,633071.0,86460.0,16194.0,1606.0,129.0,91,friend discovered news claim child born less frequently saturday
claim,26,not verified,active,822706.0,91587.0,17110.0,15.0,4.0,97,friend discovered news claim one strand hair hold 3 ounce weight
claim,8,not verified,under review,36749.0,22779.0,4420.0,523.0,336.0,98,friend discovered news claim leech historically used predict weather
claim,11,not verified,under review,819331.0,311333.875,26954.0,1892.0,728.5,94,friend discovered news claim largest recorded snowflake 15 inch wide
claim,12,not verified,active,56776.0,32897.0,154.0,188.0,63.0,98,friend discovered news claim two teeth different people ever alike
claim,56,not verified,banned,257362.0,15648.0,3302.0,13.0,9.0,90,friend discovered news claim playing dance music help ward mosquito
claim,45,not verified,active,546466.0,225129.0,22637.0,2555.0,728.5,128,friend discovered news claim average american spends time totalling 2 5 day annually looking lost item
claim,18,not verified,banned,776287.0,311333.875,45382.5,1005.0,546.0,130,friend discovered news claim 20 power outage u due squirrel chewing line
claim,39,not verified,active,145521.0,82136.0,17659.0,466.0,276.0,129,friend discovered news claim insect population world 1 billion time world population
claim,16,not verified,active,649284.0,58338.0,16283.0,1013.0,412.0,95,friend discovered news claim earth hold 11 quintillion pound air
claim,40,not verified,active,541088.0,311333.875,43718.0,2880.125,728.5,96,friend discovered news claim queen ant colony live around 30 year
claim,60,not verified,active,275162.0,21914.0,6879.0,322.0,93.0,110,friend discovered news claim lightning strike somewhere earth 100 time every second
claim,52,not verified,under review,618493.0,143541.0,70.0,325.0,193.0,99,friend discovered news claim town calama chile never experienced rain
claim,20,not verified,active,645083.0,98633.0,22963.0,646.0,18.0,128,friend discovered news claim giant tortoise believed extinct found galapagos island
claim,60,not verified,active,346839.0,41017.0,8849.0,999.0,379.0,100,friend discovered news claim pineapple plant produce one pineapple year
claim,54,not verified,banned,683626.0,258676.0,16215.0,2880.125,728.5,87,friend discovered news claim china world largest silk producer
claim,50,not verified,banned,4507.0,1747.0,444.0,9.0,2.0,113,friend discovered news claim strawberry known fruit grow seed externally
claim,58,not verified,active,936880.0,311333.875,45382.5,2880.125,147.0,100,friend discovered tv drone delivery already happening become common 2025
claim,31,not verified,active,892740.0,311333.875,1980.0,729.0,355.0,140,friend discovered tv american industrialist andrew carnegie net worth 475 million usd worth 300 billion usd today
claim,53,not verified,active,467391.0,11769.0,460.0,161.0,56.0,134,friend discovered tv metro st petersburg average depth hundred meter deepest metro world
claim,39,not verified,under review,433726.0,75868.0,423.0,720.0,448.0,72,friend discovered tv 90 good shipped ocean freight
claim,26,not verified,active,413324.0,241818.0,45382.5,2880.125,728.5,71,friend discovered tv mobile phone use india nearly 100
claim,28,not verified,active,840547.0,311333.875,45382.5,1328.0,479.0,70,friend discovered tv windshield wiper invented 1905
claim,9,not verified,active,247300.0,39063.0,8327.0,765.0,329.0,73,friend discovered tv car radio first introduced 1922
claim,27,not verified,banned,235593.0,100584.0,10578.0,265.0,150.0,90,friend discovered tv automotive industry employ 9 9 million american
claim,16,not verified,banned,342194.0,222292.0,45382.5,381.0,77.0,90,friend discovered tv oldest playable musical instrument found china
claim,42,not verified,active,306622.0,95931.0,36178.0,146.0,62.0,138,friend discovered tv voyager spacecraft carried recording chuck berry johnny b goode solar system
claim,19,not verified,active,947843.0,172849.0,45382.5,92.0,50.0,83,friend discovered tv harmonica best selling musical instrument
claim,12,not verified,active,715910.0,129227.0,3367.0,109.0,37.0,105,friend discovered tv would take 50 petabyte drive store every written work ever created
claim,26,not verified,under review,794875.0,145678.0,28201.0,155.0,55.0,86,friend discovered tv average user spends 40 day internet
claim,60,not verified,under review,498338.0,307857.0,45382.5,2880.125,187.0,73,friend discovered tv 1 3 people never used internet
claim,41,not verified,active,299061.0,22249.0,4050.0,303.0,70.0,110,friend discovered tv 1920 last time event tug war played summer olympics
claim,17,not verified,active,340927.0,104976.0,3102.0,366.0,104.0,79,friend discovered tv kite flying professional sport thailand
claim,44,not verified,active,180898.0,26448.0,5141.0,628.0,137.0,88,friend discovered tv one third world airport located u
claim,29,not verified,active,955142.0,286072.0,6838.0,2442.0,728.5,103,friend discovered tv city largest bus network world jakarta indonesia
claim,40,not verified,active,334120.0,10060.0,1410.0,149.0,96.0,90,friend discovered tv dog sense smell much powerful human
claim,6,not verified,banned,713138.0,88324.0,34340.0,2137.0,728.5,69,friend discovered tv snow metal rain acid venus
claim,29,not verified,banned,110191.0,27949.0,3790.0,559.0,47.0,82,friend discovered tv sputnik first artificial satellite space
claim,30,not verified,active,366229.0,227820.0,45382.5,79.0,16.0,76,friend discovered tv halley comet seen 2061
claim,22,not verified,active,107252.0,17758.0,6151.0,158.0,5.0,70,friend discovered tv rain diamond jupiter saturn
claim,51,not verified,active,386095.0,64518.0,17837.0,12.0,5.0,86,friend discovered tv double rainbow mirror image first rainbow
claim,31,not verified,active,814793.0,91933.0,19453.0,1821.0,728.5,75,friend discovered tv tree melbourne email address
claim,47,not verified,active,135962.0,7409.0,957.0,36.0,10.0,63,friend discovered tv australia bright pink lake
claim,57,verified,active,504219.0,123384.0,13719.0,2250.0,477.0,111,friend discovered tv full jumbo jet tank enough fuel drive car around world four time
claim,10,not verified,active,538054.0,252487.0,24280.0,1463.0,368.0,64,friend discovered tv butterfly taste foot
claim,7,not verified,active,986398.0,37375.0,739.0,694.0,285.0,77,friend discovered tv penguin jump high 9 foot air
claim,23,not verified,banned,975749.0,190943.0,45382.5,2880.125,728.5,97,friend discovered tv new zealander pet per household country
claim,22,not verified,banned,921100.0,311333.875,45382.5,2118.0,728.5,95,friend discovered tv q letter appear u state name
claim,54,not verified,active,996590.0,311333.875,37273.0,2880.125,728.5,115,friend discovered tv human likely weird scary dream sleeping stomach
claim,6,not verified,active,211429.0,110451.0,11794.0,180.0,21.0,90,friend discovered tv human eyeball grow change size age
claim,8,not verified,banned,787907.0,311333.875,45382.5,2880.125,492.0,83,friend discovered tv world largest pyramid found egypt
claim,30,not verified,banned,566819.0,48489.0,12515.0,145.0,20.0,110,friend discovered tv odds getting set card referred royal flush 1 649 740
claim,43,not verified,active,903503.0,14599.0,351.0,117.0,42.0,88,friend discovered tv banana get curved shape growing towards sun
claim,10,not verified,active,153124.0,7746.0,2459.0,9.0,4.0,58,friend discovered tv apple seed contain cyanide
claim,15,not verified,under review,20318.0,11305.0,1537.0,7.0,4.0,81,friend discovered tv roar lion heard 5 mile away
claim,35,not verified,active,330664.0,214951.0,45382.5,1094.0,570.0,116,friend discovered tv 20 power outage u due squirrel chewing line
claim,22,not verified,active,566346.0,165016.0,45382.5,2046.0,728.5,76,friend discovered tv human brain us 20 body oxygen
claim,21,not verified,active,252613.0,143167.0,15319.0,2348.0,728.5,104,friend discovered tv every three second birth taking place somewhere world
claim,20,not verified,active,508205.0,44815.0,8330.0,512.0,274.0,61,friend discovered tv redwood tallest tree
claim,35,not verified,active,481885.0,233669.0,45382.5,1430.0,295.0,71,friend discovered tv claim human live mar 2035
claim,22,not verified,banned,688770.0,57608.0,17054.0,780.0,272.0,75,friend discovered tv claim dubai island created human
claim,53,not verified,active,981989.0,311333.875,38826.0,2880.125,728.5,81,friend discovered tv claim 7100 island philippine
claim,39,not verified,active,526310.0,156810.0,45382.5,586.0,12.0,68,friend discovered tv claim snow sahara desert
claim,57,not verified,banned,938435.0,298479.0,20403.0,2880.125,728.5,98,friend discovered tv claim 20 world oxygen produced amazon jungle
claim,56,not verified,active,218594.0,49374.0,14092.0,637.0,243.0,117,friend discovered tv claim seventy percent small business owned operated single person
claim,11,not verified,active,644011.0,50092.0,3918.0,1117.0,726.0,80,friend discovered tv claim 90 good shipped ocean freight
claim,35,not verified,active,392949.0,574.0,223.0,14.0,8.0,79,friend discovered tv claim mobile phone use india nearly 100
claim,41,not verified,active,489969.0,163578.0,25267.0,2333.0,396.0,81,friend discovered tv claim car radio first introduced 1922
claim,50,not verified,active,504040.0,241939.0,16083.0,2880.125,36.0,111,friend discovered tv claim earliest playable recording person singing recorded 1860
claim,30,not verified,active,275312.0,41356.0,15974.0,728.0,208.0,117,friend discovered tv claim band metallica first group play seven continent
claim,31,not verified,active,536091.0,175577.0,45382.5,2880.125,728.5,135,friend discovered tv claim recorded song history summertime written george gershwin dorothy heyward
claim,40,not verified,active,145375.0,4371.0,121.0,94.0,8.0,91,friend discovered tv claim harmonica best selling musical instrument
claim,40,not verified,under review,336001.0,99055.0,22426.0,328.0,170.0,112,friend discovered tv claim japanese word karaoke come phrase meaning empty orchestra
claim,17,not verified,banned,487800.0,192314.0,33405.0,2880.125,728.5,87,friend discovered tv claim 90 world data generated 2019
claim,51,not verified,under review,347468.0,89420.0,31979.0,676.0,16.0,100,friend discovered tv claim 60 world population access internet
claim,42,not verified,active,740349.0,214585.0,45382.5,2880.125,728.5,109,friend discovered tv claim american basketball legend wilt chamberlain never fouled game
claim,60,not verified,banned,690405.0,71592.0,3238.0,1027.0,105.0,100,friend discovered tv claim longest commercial flight history took around 30 hour
claim,15,not verified,active,959374.0,311333.875,45382.5,2880.125,728.5,91,friend discovered tv claim london england world oldest subway system
claim,35,not verified,active,505078.0,118469.0,15052.0,1091.0,435.0,59,friend discovered tv claim dolphin mammal
claim,22,not verified,active,31877.0,9571.0,56.0,105.0,64.0,66,friend discovered tv claim octopus three heart
claim,36,not verified,active,698840.0,122910.0,15900.0,2249.0,337.0,90,friend discovered tv claim sputnik first artificial satellite space
claim,5,not verified,active,857060.0,311333.875,45382.5,2880.125,728.5,97,friend discovered tv claim sun take one earth month make full rotation
claim,13,not verified,active,710020.0,93166.0,8968.0,1553.0,174.0,100,friend discovered tv claim planet made diamond two time size earth
claim,44,not verified,active,762892.0,311333.875,45382.5,1668.0,611.0,89,friend discovered tv claim illegal waste food french supermarket
claim,14,not verified,under review,424554.0,221629.0,43660.0,2880.125,225.0,101,friend discovered tv claim take restaurant found remains pompeii
claim,56,not verified,under review,689307.0,279856.0,32724.0,2880.125,728.5,109,friend discovered tv claim evidence seymour island suggest penguin 6 ft tall
claim,41,not verified,active,928605.0,311333.875,45382.5,2880.125,728.5,83,friend discovered tv claim chihuahua largest brain among dog
claim,25,not verified,under review,639940.0,71402.0,14875.0,469.0,64.0,80,friend discovered tv claim china owns panda world
claim,25,not verified,under review,535651.0,311333.875,10564.0,1786.0,454.0,82,friend discovered tv claim brain fattiest organ body
claim,52,not verified,active,961359.0,85498.0,4090.0,1155.0,486.0,97,friend discovered tv claim australia number venomous snake worldwide
claim,57,not verified,active,311976.0,136180.0,12153.0,1947.0,667.0,78,friend discovered tv claim crocodile stick tongue
claim,27,not verified,under review,676275.0,171133.0,34319.0,2007.0,313.0,75,friend discovered tv claim heart beat 100 000 time day
claim,24,not verified,active,850981.0,311333.875,45382.5,2333.0,728.5,113,friend discovered tv claim j letter appear periodic table element
claim,44,not verified,active,528425.0,311333.875,45382.5,2596.0,728.5,72,friend discovered tv claim butterfly taste foot
claim,53,not verified,banned,926152.0,267191.0,45382.5,2218.0,463.0,98,friend discovered tv claim canary island named type dog bird
claim,58,not verified,under review,152536.0,38737.0,1288.0,291.0,13.0,93,friend discovered tv claim red billed quelea common bird earth
claim,44,not verified,active,35642.0,790.0,69.0,1.0,0.0,100,friend discovered tv claim cow best friend get stressed separated
claim,34,not verified,under review,722735.0,311333.875,45382.5,2880.125,584.0,105,friend discovered tv claim new zealander pet per household country
claim,19,not verified,under review,328404.0,127672.0,29696.0,315.0,32.0,77,friend discovered tv claim bee fly higher mount everest
claim,51,not verified,active,280955.0,90747.0,15789.0,199.0,30.0,85,friend discovered tv claim eiffel tower get taller summer
claim,48,not verified,active,429314.0,261816.0,45382.5,1115.0,627.0,114,friend discovered tv claim continental tectonic plate move rate fingernail grow
claim,52,not verified,active,192587.0,83930.0,15744.0,1050.0,401.0,98,friend discovered tv claim human eyeball grow change size age
claim,23,not verified,active,768210.0,311333.875,45382.5,1817.0,475.0,92,friend discovered tv claim leech historically used predict weather
claim,22,not verified,banned,740961.0,162308.0,24474.0,2880.125,728.5,123,friend discovered tv claim fold chef hat represents number way someone cook egg
claim,56,not verified,active,126803.0,9136.0,1112.0,205.0,45.0,78,friend discovered tv claim cactus spine used make hook
claim,52,not verified,banned,853013.0,70949.0,4486.0,1381.0,345.0,85,friend discovered tv claim driving south detroit lead canada
claim,14,not verified,active,545740.0,175592.0,45382.5,2880.125,728.5,89,friend discovered tv claim fingernail dominant hand grow faster
claim,29,not verified,active,427021.0,185378.0,2842.0,1994.0,728.5,66,friend discovered tv claim apple seed contain cyanide
claim,15,not verified,active,904145.0,73982.0,1056.0,1121.0,600.0,75,friend discovered tv claim frigate bird sleep flying
claim,18,not verified,active,545902.0,88620.0,4715.0,450.0,113.0,76,friend discovered tv claim baby octopus size flea
claim,42,not verified,active,591849.0,311333.875,16745.0,267.0,127.0,122,friend discovered tv claim giant tortoise believed extinct found galapagos island
claim,29,not verified,active,119664.0,7292.0,2345.0,26.0,14.0,117,friend discovered radio microorganism one teaspoon soil people planet
claim,7,not verified,under review,570462.0,116057.0,14589.0,2236.0,29.0,80,friend discovered radio 7100 island philippine
claim,6,not verified,active,764165.0,250476.0,45382.5,2880.125,234.0,141,friend discovered radio metro st petersburg average depth hundred meter deepest metro world
claim,15,not verified,active,896939.0,311333.875,21811.0,315.0,123.0,73,friend discovered radio car horn honk key f
claim,25,not verified,active,307816.0,72483.0,26370.0,1198.0,525.0,90,friend discovered radio 1 billion car currently use around world
claim,7,not verified,active,596433.0,296223.0,2569.0,2417.0,192.0,84,friend discovered radio first electric vehicle created 1832
claim,55,not verified,active,317855.0,96461.0,32060.0,1716.0,713.0,99,friend discovered radio 60 world population access internet
claim,31,not verified,active,787759.0,238938.0,45382.5,1254.0,520.0,113,friend discovered radio half world population access web via mobile device
claim,23,not verified,banned,46823.0,6145.0,1997.0,148.0,66.0,115,friend discovered radio almost 1 16 billion website 200 million active
claim,47,not verified,active,668760.0,311333.875,45382.5,1101.0,199.0,80,friend discovered radio 1 3 people never used internet
claim,55,not verified,active,887163.0,226987.0,12758.0,2880.125,728.5,154,friend discovered radio 4 top 10 highest paid atheletes world player american national basketball assocation nba
claim,14,not verified,banned,385300.0,98267.0,4517.0,1660.0,274.0,102,friend discovered radio first modern olympics winner awarded silver medal
claim,32,not verified,active,563968.0,285411.0,45382.5,2133.0,715.0,110,friend discovered radio city largest bus network world jakarta indonesia
claim,21,not verified,under review,916367.0,311333.875,26742.0,2880.125,728.5,112,friend discovered radio volcano olympus mon mar 3 time taller mount everest
claim,52,not verified,banned,235681.0,97216.0,30038.0,652.0,57.0,90,friend discovered radio neptune radiates heat get sun
claim,55,not verified,active,800326.0,174602.0,11402.0,346.0,38.0,69,friend discovered radio saturn less dense water
claim,32,not verified,banned,321673.0,138644.0,36867.0,2880.125,728.5,69,friend discovered radio sound actually travel space
claim,57,not verified,active,138293.0,56201.0,10570.0,440.0,174.0,80,friend discovered radio single day venus take 243 earth day
claim,20,not verified,under review,240519.0,93326.0,1366.0,1052.0,118.0,88,friend discovered radio 5 dwarf planet recognized solar system
claim,13,not verified,active,752860.0,112083.0,8896.0,2153.0,728.5,103,friend discovered radio star universe grain sand earth
claim,41,not verified,active,354213.0,22049.0,4384.0,194.0,99.0,89,friend discovered radio neptune wind fastest solar system
claim,57,not verified,active,299268.0,36337.0,997.0,664.0,406.0,76,friend discovered radio human taste food without saliva
claim,46,not verified,under review,43559.0,5666.0,1570.0,43.0,6.0,88,friend discovered radio 24 time zone around world
claim,23,not verified,active,325019.0,145011.0,17901.0,1702.0,728.5,84,friend discovered radio eiffel tower get taller summer
claim,59,not verified,active,26358.0,4084.0,955.0,17.0,1.0,92,friend discovered radio human jumped horse olympics
claim,12,not verified,under review,949874.0,75683.0,26989.0,84.0,41.0,64,friend discovered radio wild boar wash food
claim,9,not verified,active,319460.0,38282.0,126.0,629.0,154.0,117,friend discovered radio elasticity rubber band last much longer refrigerated
claim,15,not verified,active,521042.0,42936.0,16580.0,530.0,13.0,76,friend discovered radio buttermilk contain butter
claim,18,not verified,under review,775147.0,96234.0,30029.0,1404.0,728.5,90,friend discovered radio human physically hum holding nose
claim,57,not verified,active,964908.0,105085.0,2201.0,2056.0,283.0,68,friend discovered radio snake predict earthquake
claim,7,not verified,under review,103950.0,47276.0,3058.0,613.0,174.0,68,friend discovered radio cat taste sweet flavor
claim,13,verified,active,144149.0,68887.0,6545.0,265.0,174.0,74,friend discovered radio frigate bird sleep flying
claim,35,not verified,active,37810.0,6427.0,1158.0,100.0,60.0,83,friend discovered radio playing dance music help ward mosquito
claim,48,not verified,banned,195173.0,71457.0,7351.0,407.0,154.0,86,friend discovered radio chicken closest relative rex
claim,54,not verified,active,652446.0,24987.0,8505.0,86.0,16.0,88,friend discovered radio sloth hold breath longer dolphin
claim,53,not verified,active,245967.0,132935.0,22623.0,1282.0,582.0,91,friend discovered radio raven always aware someone watching
claim,51,not verified,active,288800.0,183002.0,45382.5,2880.125,728.5,73,friend discovered radio honeybee recognize human face
claim,38,not verified,active,204329.0,119439.0,21779.0,1141.0,31.0,84,friend discovered radio largest prime number 17 425 170 digit
claim,26,not verified,banned,545151.0,164377.0,9549.0,2154.0,388.0,75,friend discovered radio claim snow sahara desert
claim,34,not verified,active,91776.0,7473.0,2660.0,99.0,6.0,97,friend discovered radio claim productive work day week tuesday
claim,41,not verified,under review,85920.0,320.0,60.0,6.0,2.0,124,friend discovered radio claim seventy percent small business owned operated single person
claim,7,not verified,active,254695.0,26731.0,4716.0,51.0,7.0,145,friend discovered radio claim gross domestic product gdp best financial indicator country overall trade potential
claim,11,not verified,active,592472.0,13253.0,3865.0,75.0,25.0,129,friend discovered radio claim average british driver spend around 99 day life stuck traffic
claim,27,not verified,active,120595.0,45740.0,12921.0,986.0,494.0,128,friend discovered radio claim average car 100 mile code vehicle internal computer
claim,42,not verified,active,34654.0,17877.0,2550.0,14.0,4.0,153,friend discovered radio claim voyager spacecraft carried recording chuck berry johnny b goode solar system
claim,19,not verified,active,86043.0,9953.0,1791.0,72.0,2.0,97,friend discovered radio claim oldest surviving song around 3 500 year old
claim,40,not verified,under review,159897.0,34385.0,9424.0,770.0,490.0,117,friend discovered radio claim best selling single time white christmas bing crosby
claim,58,not verified,under review,879320.0,311333.875,45382.5,2880.125,728.5,119,friend discovered radio claim japanese word karaoke come phrase meaning empty orchestra
claim,8,not verified,banned,867011.0,311333.875,45382.5,2594.0,586.0,120,friend discovered radio claim would take 50 petabyte drive store every written work ever created
claim,58,not verified,active,853337.0,311333.875,45382.5,2880.125,245.0,125,friend discovered radio claim 1920 last time event tug war played summer olympics
claim,59,not verified,active,182358.0,14235.0,4994.0,59.0,15.0,110,friend discovered radio claim first glove used american sport baseball fingerless
claim,22,not verified,active,276622.0,102882.0,11476.0,2487.0,353.0,93,friend discovered radio claim concorde fastest passenger jet ever
claim,18,not verified,under review,189517.0,8137.0,2595.0,147.0,67.0,82,friend discovered radio claim reindeer grow new antler every year
claim,5,not verified,under review,792195.0,157728.0,7633.0,1589.0,601.0,73,friend discovered radio claim octopus three heart
claim,57,not verified,under review,506574.0,306943.0,45382.5,2880.125,728.5,101,friend discovered radio claim hummingbird bird fly backwards
